eval_set,instance_id,repo,commit,C,C++,Java,Kotlin,Python,Go,Rust,JavaScript,HTML,Ruby,TypeScript,PHP
SWE-Bench Multilingual,micropython__micropython-13569,micropython/micropython,2d7fb9a715d8c9f1f7ba73a62cfd587fa6ffc24a,298379,31,0,0,53930,0,0,89,185,0,0,0
SWE-Bench Multilingual,micropython__micropython-15898,micropython/micropython,b0ba151102a6c1b2e0e4c419c6482a64677c9b40,308160,45,0,0,56210,0,0,1476,185,0,0,0
SWE-Bench Multilingual,mrdoob__three.js-25687,mrdoob/three.js,114134e195a451fdbaa8d2e9492d869d5c853814,0,0,0,0,0,0,0,362548,299512,0,0,0
SWE-Bench Multilingual,mrdoob__three.js-26589,mrdoob/three.js,8d9f8d50b923d5f8a673590ae138bc5d86a3a256,0,0,0,0,0,0,0,329709,321838,0,0,0
SWE-Bench Multilingual,mrdoob__three.js-27395,mrdoob/three.js,b99b3fd955864f534b1e2649518112f7e50fef21,0,0,0,0,0,0,0,355076,328256,0,0,0
SWE-Bench Multilingual,nlohmann__json-4237,nlohmann/json,3780b41dd070436f3f55327b0a88f27a52e2dfa8,6802,96948,0,0,775,0,0,0,18,0,0,0
SWE-Bench Multilingual,nushell__nushell-12901,nushell/nushell,cc9f41e553333b1ad0aa4185a912f7a52355a238,0,0,0,0,174,0,224312,0,0,0,0,0
SWE-Bench Multilingual,nushell__nushell-12950,nushell/nushell,0c5a67f4e5bf17a2fffbe3cbb54792a6464b3237,0,0,0,0,174,0,208857,0,0,0,0,0
SWE-Bench Multilingual,nushell__nushell-13246,nushell/nushell,46ed69ab126015375d5163972ae321715f34874b,0,0,0,0,181,0,213797,0,0,0,0,0
SWE-Bench Multilingual,nushell__nushell-13605,nushell/nushell,48e401834d604563106a6ef3738a996d38c790ca,0,0,0,0,188,0,224705,0,0,0,0,0
SWE-Bench Multilingual,nushell__nushell-13831,nushell/nushell,fb34a4fc6c9ca882cc6dc95d437902a45c402e9a,0,0,0,0,188,0,228821,0,0,0,0,0
SWE-Bench Multilingual,php-cs-fixer__php-cs-fixer-7523,php-cs-fixer/php-cs-fixer,10fb65e3e8b8645f74f6ab099dfa11ce5ac5cfcd,0,0,0,0,0,0,0,0,0,0,0,188247
SWE-Bench Multilingual,php-cs-fixer__php-cs-fixer-7635,php-cs-fixer/php-cs-fixer,826207ac6996fc1cf433e18476cf898e33c4aa06,0,0,0,0,0,0,0,0,0,2,0,190729
SWE-Bench Multilingual,php-cs-fixer__php-cs-fixer-7663,php-cs-fixer/php-cs-fixer,c5cde0cf7542234dc061af8a25f77fcdad430e35,0,0,0,0,0,0,0,0,0,2,0,191203
SWE-Bench Multilingual,php-cs-fixer__php-cs-fixer-7875,php-cs-fixer/php-cs-fixer,18d9e42f276f65ba45da02597191ce555bf23cd0,0,0,0,0,0,0,0,0,0,2,0,196079
SWE-Bench Multilingual,php-cs-fixer__php-cs-fixer-7998,php-cs-fixer/php-cs-fixer,efe7a396a3e5434123011a808cf8d57681713530,0,0,0,0,0,0,0,0,0,2,0,200172
SWE-Bench Multilingual,php-cs-fixer__php-cs-fixer-8064,php-cs-fixer/php-cs-fixer,c3dbbcfd7f9a8a7cd38d2107790f29479a33ad78,0,0,0,0,0,0,0,0,0,2,0,202471
SWE-Bench Multilingual,php-cs-fixer__php-cs-fixer-8075,php-cs-fixer/php-cs-fixer,f0a95a77782538eafca6c4d2f2f2792be3dbbfcf,0,0,0,0,0,0,0,0,0,2,0,203155
SWE-Bench Multilingual,php-cs-fixer__php-cs-fixer-8256,php-cs-fixer/php-cs-fixer,27dde9afa3d4db851f8aaffc820f697a5dbe747f,0,0,0,0,0,0,0,0,0,2,0,205816
SWE-Bench Multilingual,php-cs-fixer__php-cs-fixer-8331,php-cs-fixer/php-cs-fixer,ae2b729efb3507871ddf501424b1a92db4e5b16a,0,0,0,0,0,0,0,0,0,2,0,206887
SWE-Bench Multilingual,php-cs-fixer__php-cs-fixer-8367,php-cs-fixer/php-cs-fixer,50594cc3bca17298f81b5d4c3bd993275f7a6b55,0,0,0,0,0,0,0,0,0,2,0,207360
SWE-Bench Multilingual,phpoffice__phpspreadsheet-3463,phpoffice/phpspreadsheet,99a7de3812c9033b80eddbf759efd298cd50c3c5,0,0,0,0,0,0,0,7,148,0,0,176070
SWE-Bench Multilingual,phpoffice__phpspreadsheet-3469,phpoffice/phpspreadsheet,e4a770eae9e1751314296ca4342b3c6271c9ba13,0,0,0,0,0,0,0,7,148,0,0,176481
SWE-Bench Multilingual,phpoffice__phpspreadsheet-3570,phpoffice/phpspreadsheet,40203ff6cb18c9fff9f605ba78f21ce95fd04d6c,0,0,0,0,0,0,0,7,148,0,0,179169
SWE-Bench Multilingual,phpoffice__phpspreadsheet-3659,phpoffice/phpspreadsheet,37a8a56299d3098032e3f8e1c2790607e226952e,0,0,0,0,0,0,0,7,148,0,0,182351
SWE-Bench Multilingual,phpoffice__phpspreadsheet-3903,phpoffice/phpspreadsheet,0c8a80e83470bd4e042c500955684cad6f76b19f,0,0,0,0,0,0,0,7,191,0,0,185085
SWE-Bench Multilingual,phpoffice__phpspreadsheet-3940,phpoffice/phpspreadsheet,9b3f2055288f3166374e02f2636071a959b1bf37,0,0,0,0,0,0,0,7,191,0,0,185594
SWE-Bench Multilingual,phpoffice__phpspreadsheet-4114,phpoffice/phpspreadsheet,b40636742533721d55a434838830e30d57889aef,0,0,0,0,0,0,0,7,371,0,0,189095
SWE-Bench Multilingual,phpoffice__phpspreadsheet-4186,phpoffice/phpspreadsheet,27d7920c015700654bd24807520346eada5f6f38,0,0,0,0,0,0,0,7,371,0,0,193470
SWE-Bench Multilingual,phpoffice__phpspreadsheet-4214,phpoffice/phpspreadsheet,915bfc55cd6217e059b5859b341bab7bdd0874c8,0,0,0,0,0,0,0,7,371,0,0,194158
SWE-Bench Multilingual,phpoffice__phpspreadsheet-4313,phpoffice/phpspreadsheet,eacaa25dca01b79b9b468184c452b97ad0b30dd7,0,0,0,0,0,0,0,7,371,0,0,196535
SWE-Bench Multilingual,preactjs__preact-2757,preactjs/preact,b17a932342bfdeeaf1dc0fbe4f436c83e258d6c8,0,0,0,0,0,0,0,27799,219,0,1136,0
SWE-Bench Multilingual,preactjs__preact-2896,preactjs/preact,a9f7e676dc03b5008b8483e0937fc27c1af8287f,0,0,0,0,0,0,0,29127,501,0,1153,0
SWE-Bench Multilingual,preactjs__preact-2927,preactjs/preact,ee76c1eb169897412501d86fbe40122b34cd2e8d,0,0,0,0,0,0,0,30132,501,0,1170,0
SWE-Bench Multilingual,preactjs__preact-3010,preactjs/preact,c12331064f4ea967641cd5e419204422af050fbb,0,0,0,0,0,0,0,30678,501,0,1170,0
SWE-Bench Multilingual,preactjs__preact-3062,preactjs/preact,7556b61bd0d9f72bbd906c3abaebf2b1c9aeacbf,0,0,0,0,0,0,0,30730,501,0,1170,0
SWE-Bench Multilingual,preactjs__preact-3345,preactjs/preact,e0e17046753fe09881dfb8d5a69b44933d1fa1ea,0,0,0,0,0,0,0,30843,501,0,1173,0
SWE-Bench Multilingual,preactjs__preact-3454,preactjs/preact,00c8d1ff1498084c15408cf0014d4c7facdb5dd7,0,0,0,0,0,0,0,31314,501,0,1173,0
SWE-Bench Multilingual,preactjs__preact-3562,preactjs/preact,0b9a9275b47e446106e6e97c78011896f7db2a61,0,0,0,0,0,0,0,31650,501,0,1173,0
SWE-Bench Multilingual,preactjs__preact-3567,preactjs/preact,c77e6284c199761d59467d8cc596a2f03540e72c,0,0,0,0,0,0,0,31670,501,0,1173,0
SWE-Bench Multilingual,preactjs__preact-3689,preactjs/preact,9457b221fdacd1052ffdb385918e1bab4b10e833,0,0,0,0,0,0,0,32203,501,0,1174,0
SWE-Bench Multilingual,preactjs__preact-3739,preactjs/preact,2cafedee2ddf7c73795e887ef1970df4be2bca90,0,0,0,0,0,0,0,32607,731,0,1186,0
SWE-Bench Multilingual,preactjs__preact-3763,preactjs/preact,e968a5a4000dfa9bec7e8d7b26543b23def6d29d,0,0,0,0,0,0,0,32796,731,0,1186,0
SWE-Bench Multilingual,preactjs__preact-4152,preactjs/preact,9c5a82efcc3dcbd0035c694817a3022d81264687,0,0,0,0,0,0,0,33162,744,0,1269,0
SWE-Bench Multilingual,preactjs__preact-4182,preactjs/preact,66cb6a78776b263a2fe4d1283426e699961095d2,0,0,0,0,0,0,0,33868,744,0,1312,0
SWE-Bench Multilingual,preactjs__preact-4245,preactjs/preact,13b0afb7a28adb3149d7125fb2b9c16edbcf8e94,0,0,0,0,0,0,0,34276,750,0,1321,0
SWE-Bench Multilingual,preactjs__preact-4316,preactjs/preact,b820d8b73eade8bc5b3fbf7e5fe0dd5150de80e2,0,0,0,0,0,0,0,34700,750,0,1321,0
SWE-Bench Multilingual,preactjs__preact-4436,preactjs/preact,db0f4f2e7a2338ea40050f623f05505a798fc1a4,0,0,0,0,0,0,0,34819,750,0,1324,0
SWE-Bench Multilingual,projectlombok__lombok-2792,projectlombok/lombok,9b3e84717d301d7a6829420f5849cf1465e73131,30,0,84099,0,0,0,0,506,3237,0,0,0
SWE-Bench Multilingual,projectlombok__lombok-3009,projectlombok/lombok,8bbac04478cb088eedceb4c63dcb45e30f0948ed,30,0,86438,0,0,0,0,506,3327,0,0,0
SWE-Bench Multilingual,projectlombok__lombok-3042,projectlombok/lombok,5155060ddf48b683a902b9d354d0fd07df7a79a1,30,0,86682,0,0,0,0,506,3327,0,0,0
SWE-Bench Multilingual,projectlombok__lombok-3052,projectlombok/lombok,ff7b1fbb438dbb378f9e0f725ed5f80fa7b82f55,30,0,86855,0,0,0,0,506,3327,0,0,0
SWE-Bench Multilingual,projectlombok__lombok-3215,projectlombok/lombok,f090e50d0d5d75c121b6170927b1e776160eb37d,30,0,89719,0,0,0,0,440,3398,0,0,0
SWE-Bench Multilingual,projectlombok__lombok-3312,projectlombok/lombok,b69ff85b9494a1a05a5763ef53069437328d443a,30,0,90072,0,0,0,0,440,3398,0,0,0
SWE-Bench Multilingual,projectlombok__lombok-3326,projectlombok/lombok,9e6f66c557205bff3c87eefb4c7a7631d0b89ff0,30,0,90255,0,0,0,0,440,3398,0,0,0
SWE-Bench Multilingual,projectlombok__lombok-3350,projectlombok/lombok,984cd1d5cf0af7263efaf167dc308ab59406cd68,30,0,90598,0,0,0,0,440,3398,0,0,0
SWE-Bench Multilingual,projectlombok__lombok-3371,projectlombok/lombok,13642eb896ae6dbbaebab6df3c3758296102ead8,30,0,90578,0,0,0,0,440,3398,0,0,0
SWE-Bench Multilingual,projectlombok__lombok-3422,projectlombok/lombok,dbd6ad41df78e1c1491be60ec0166ceb3bd8bb05,30,0,91750,0,0,0,0,440,3398,0,0,0
SWE-Bench Multilingual,projectlombok__lombok-3479,projectlombok/lombok,8e55a957589cf1a45d6c3890c1d5d0d1b51558b0,30,0,92090,0,0,0,0,440,3398,0,0,0
SWE-Bench Multilingual,projectlombok__lombok-3486,projectlombok/lombok,28e5ddb075b61525ba686f3ed6ecbf7f762fc558,30,0,92181,0,0,0,0,440,3398,0,0,0
SWE-Bench Multilingual,projectlombok__lombok-3571,projectlombok/lombok,55f3a02909957f97c2496ef25135857bf27cdd36,30,0,93787,0,0,0,0,440,3441,0,0,0
SWE-Bench Multilingual,projectlombok__lombok-3594,projectlombok/lombok,2773ed5943f3ca3055c915dda325b0503944e9b0,30,0,94476,0,0,0,0,440,3441,0,0,0
SWE-Bench Multilingual,projectlombok__lombok-3602,projectlombok/lombok,f3a4b1b4151a9dd1646f1b170c17f5f29903f45a,30,0,94804,0,0,0,0,440,3441,0,0,0
SWE-Bench Multilingual,projectlombok__lombok-3674,projectlombok/lombok,c61a404b410bd482fcd6a48d303fb483932214d0,30,0,97856,0,0,0,0,440,3441,0,0,0
SWE-Bench Multilingual,projectlombok__lombok-3697,projectlombok/lombok,fdafa9a0a69009d508578287e53d9cb57edc5deb,30,0,98042,0,0,0,0,440,3441,0,0,0
SWE-Bench Multilingual,prometheus__prometheus-10633,prometheus/prometheus,64fc3e58fec13af55968db89a484b9e0c5425bd6,0,0,0,0,0,119719,0,11939,413,0,13644,0
SWE-Bench Multilingual,prometheus__prometheus-10720,prometheus/prometheus,89de30a0b754f4eb54fb543037683f3db6cda109,0,0,0,0,0,119940,0,11949,413,0,13687,0
SWE-Bench Multilingual,prometheus__prometheus-11859,prometheus/prometheus,5ec1b4baaf01dae0b22567db53886c83b74e0e76,0,0,0,0,0,152116,0,11969,414,0,14257,0
SWE-Bench Multilingual,prometheus__prometheus-12874,prometheus/prometheus,9071913fd99fcdea9ea069b277f2be66b08e549c,0,0,0,0,0,165681,0,11969,414,0,14321,0
SWE-Bench Multilingual,prometheus__prometheus-13845,prometheus/prometheus,25a8d576717f4a69290d6f6755b4a90cfaab08ff,0,0,0,0,0,177997,0,12124,414,0,14729,0
SWE-Bench Multilingual,prometheus__prometheus-14861,prometheus/prometheus,9f57f14d6c5e3c10ed212010cb34522458f43d64,0,0,0,0,0,196251,0,12128,414,0,15277,0
SWE-Bench Multilingual,prometheus__prometheus-15142,prometheus/prometheus,16bba78f1549cfd7909b61ebd7c55c822c86630b,0,0,0,0,0,198833,0,3618,43,0,33856,0
SWE-Bench Multilingual,prometheus__prometheus-9248,prometheus/prometheus,1fb3c1b5980d2ae3f844b6b9ae2ad38117710aa0,0,0,0,0,0,109580,0,13203,989,0,13007,0
SWE-Bench Multilingual,reactivex__rxjava-7597,reactivex/rxjava,13a8d83656940dce0c18e8e0a2a17ac157dd1ddb,0,0,315298,0,0,0,0,0,0,0,0,0
SWE-Bench Multilingual,redis__redis-10068,redis/redis,e88f6acb94c77c9a5b81f0b2a8bd132b2a5c3d3c,169476,229,0,0,643,0,0,0,6718,722,0,0
SWE-Bench Multilingual,redis__redis-10095,redis/redis,1e25bdf7808bb400f2dc552ec0d6690d1b340d23,169550,229,0,0,643,0,0,0,6718,722,0,0
SWE-Bench Multilingual,redis__redis-10764,redis/redis,843a4cdc075a5b251e1b154f8013a9e0abe1038b,178337,229,0,0,684,0,0,0,6718,768,0,0
SWE-Bench Multilingual,redis__redis-11279,redis/redis,eedb8b172474dd7776d9bbb0f2954a1394027289,179560,229,0,0,746,0,0,0,6718,772,0,0
SWE-Bench Multilingual,redis__redis-11510,redis/redis,a4bcdbcfd3a055eb6320f31e5c710931708a9501,180935,229,0,0,746,0,0,0,6718,772,0,0
SWE-Bench Multilingual,redis__redis-11631,redis/redis,df327b8bd56023931cd41e233f8703de7bbaa82c,182268,229,0,0,746,0,0,0,6718,772,0,0
SWE-Bench Multilingual,redis__redis-11734,redis/redis,45d3310694406fb0f338f7c639cda9754edb88f8,199503,407,0,0,1238,0,0,30,6718,649,0,0
SWE-Bench Multilingual,redis__redis-12272,redis/redis,7f0a7f0a69318788edeca5a55ce05e278fdaa90b,207597,407,0,0,1252,0,0,30,6718,639,0,0
SWE-Bench Multilingual,redis__redis-12472,redis/redis,6abfda54c380c07ea0d460706833929654fac25a,199457,407,0,0,1238,0,0,30,6718,649,0,0
SWE-Bench Multilingual,redis__redis-13115,redis/redis,4979cf02ff83e90ced80db5111452a4c3e082c3a,201463,407,0,0,1252,0,0,30,6718,649,0,0
SWE-Bench Multilingual,redis__redis-13338,redis/redis,94b9072e44af0bae8cfe2de5cfa4af7b8e399759,207459,407,0,0,1252,0,0,30,6718,639,0,0
SWE-Bench Multilingual,redis__redis-9733,redis/redis,77d3c6bff30331fb94a8570adc29872368e15ca2,162952,229,0,0,211,0,0,0,6718,722,0,0
SWE-Bench Multilingual,rubocop__rubocop-13362,rubocop/rubocop,7e82e44afdf65d585603a2b615e497eefa5b02a9,0,0,0,0,0,0,0,0,585,214609,0,0
SWE-Bench Multilingual,rubocop__rubocop-13375,rubocop/rubocop,75160946ac3620005874d5188101dab77d585be2,0,0,0,0,0,0,0,0,585,215307,0,0
SWE-Bench Multilingual,rubocop__rubocop-13393,rubocop/rubocop,8454d9332297e82b50239fcaaae74cc2e7c4a399,0,0,0,0,0,0,0,0,585,215853,0,0
SWE-Bench Multilingual,rubocop__rubocop-13396,rubocop/rubocop,3e855b0e2eb51311c690bb809d767653d1a0ee4a,0,0,0,0,0,0,0,0,585,215936,0,0
SWE-Bench Multilingual,rubocop__rubocop-13424,rubocop/rubocop,acae60d2b80987b0f4e3b6fd26c99b0975ba618e,0,0,0,0,0,0,0,0,585,216538,0,0
SWE-Bench Multilingual,rubocop__rubocop-13431,rubocop/rubocop,33b9f51cc0bdad7585a855018625c155493664ec,0,0,0,0,0,0,0,0,585,216717,0,0
SWE-Bench Multilingual,rubocop__rubocop-13479,rubocop/rubocop,04dd02e71a444fb36019d892fde6948a88aac637,0,0,0,0,0,0,0,0,585,217309,0,0
SWE-Bench Multilingual,rubocop__rubocop-13503,rubocop/rubocop,5800663c334011cc0fb580498ebc54f5a09187c2,0,0,0,0,0,0,0,0,585,218598,0,0
SWE-Bench Multilingual,rubocop__rubocop-13560,rubocop/rubocop,fd13dabcae2ad9fdf228029671dee6f1ee96248a,0,0,0,0,0,0,0,0,585,219642,0,0
SWE-Bench Multilingual,rubocop__rubocop-13579,rubocop/rubocop,c5ac2b9a31dbe8dac520ecf4307b1ac206a65630,0,0,0,0,0,0,0,0,585,220024,0,0
SWE-Bench Multilingual,rubocop__rubocop-13627,rubocop/rubocop,020c1bf13b25b7ec5f15ac467c7538eba3cef0b4,0,0,0,0,0,0,0,0,585,220541,0,0
SWE-Bench Multilingual,rubocop__rubocop-13653,rubocop/rubocop,34beb4adc7d00bf828031783d860441c1aed659a,0,0,0,0,0,0,0,0,585,221778,0,0
SWE-Bench Multilingual,rubocop__rubocop-13668,rubocop/rubocop,418fdc98d631cfb52333c7aeae80c43c4a68d13a,0,0,0,0,0,0,0,0,585,222966,0,0
SWE-Bench Multilingual,rubocop__rubocop-13680,rubocop/rubocop,9500c427cf346ba523984d7a692e23a943d57a9f,0,0,0,0,0,0,0,0,585,223979,0,0
SWE-Bench Multilingual,rubocop__rubocop-13687,rubocop/rubocop,f0ec1b58283bbf89625883b45d2aec5e515c95b3,0,0,0,0,0,0,0,0,585,224012,0,0
SWE-Bench Multilingual,rubocop__rubocop-13705,rubocop/rubocop,f2671d877442d7553fe2d0998ec934e36400b8f9,0,0,0,0,0,0,0,0,585,224145,0,0
SWE-Bench Multilingual,sharkdp__bat-1892,sharkdp/bat,59d4cfb75c1a17a26b2b38956ee08d8c53f04e04,112,122,69,134,410,117,6841,190,229,132,221,165
SWE-Bench Multilingual,sharkdp__bat-2201,sharkdp/bat,02a9d191ed06e6e37d4e352f12e25e65e8037dd0,576,122,69,134,6904,117,7587,6879,229,132,221,165
SWE-Bench Multilingual,sharkdp__bat-2260,sharkdp/bat,c14ce4f7caa36fe524975c51f7aae3d5a852d1f9,576,122,69,134,6904,117,7599,6879,229,132,221,165
SWE-Bench Multilingual,sharkdp__bat-2393,sharkdp/bat,7c847d84b0c3c97df6badfbb39d153ad93aec74e,576,122,69,134,6904,117,8114,6879,229,132,221,165
SWE-Bench Multilingual,sharkdp__bat-2650,sharkdp/bat,e2bf85e749d87459e3fced697af5cd9cc96eeb8c,576,122,69,134,6904,117,9036,6879,229,132,221,165
SWE-Bench Multilingual,sharkdp__bat-2835,sharkdp/bat,db66e4459bc4e66c03629d7cbc235f59245280c0,576,122,69,134,6904,117,9263,6879,229,132,221,165
SWE-Bench Multilingual,sharkdp__bat-3108,sharkdp/bat,2be3a14a7e2c74360765a5fa213750f727f2c5bb,576,122,69,134,6904,117,10797,6879,229,132,221,165
SWE-Bench Multilingual,sharkdp__bat-562,sharkdp/bat,2b9d25df052e50c60531b1000703b79bf9b6065a,0,0,0,0,39,0,3067,0,0,0,0,0
SWE-Bench Multilingual,tokio-rs__axum-1119,tokio-rs/axum,23808f72a2c00c314cedea40a75b73954402a148,0,0,0,0,0,0,17535,12,48,0,0,0
SWE-Bench Multilingual,tokio-rs__axum-1730,tokio-rs/axum,b4204e223dc96df3d51fc8893f32d37b66be7005,0,0,0,0,0,0,22880,26,50,0,0,0
SWE-Bench Multilingual,tokio-rs__axum-1934,tokio-rs/axum,e97462d45251c21ffd1ba4fb5db30f3cf6f6cb6c,0,0,0,0,0,0,24212,26,50,0,0,0
SWE-Bench Multilingual,tokio-rs__axum-2096,tokio-rs/axum,6f7ff8556587d51c6919a864926e4b8090f92c3f,0,0,0,0,0,0,24463,26,50,0,0,0
SWE-Bench Multilingual,tokio-rs__axum-682,tokio-rs/axum,5512ebcd23d261a2be5ee07676721b7637ffc054,0,0,0,0,0,0,12512,11,46,0,0,0
SWE-Bench Multilingual,tokio-rs__axum-691,tokio-rs/axum,d6ce99190b2d53e5858678264027e656197f0efa,0,0,0,0,0,0,12490,11,46,0,0,0
SWE-Bench Multilingual,tokio-rs__axum-734,tokio-rs/axum,84df7eaa38aa38b3a4b4153678316c0700fc4fa8,0,0,0,0,0,0,13936,11,46,0,0,0
SWE-Bench Multilingual,tokio-rs__tokio-4384,tokio-rs/tokio,553cc3b194df875cac8736473e1f01cf3e40a660,0,0,0,0,0,0,57666,0,0,0,0,0
SWE-Bench Multilingual,tokio-rs__tokio-4867,tokio-rs/tokio,53cf021b813c61cdeace26e863c89f65f6e92abd,0,0,0,0,0,0,64096,0,0,0,0,0
SWE-Bench Multilingual,tokio-rs__tokio-4898,tokio-rs/tokio,9d9488db67136651f85d839efcb5f61aba8531c9,0,0,0,0,0,0,64087,0,0,0,0,0
SWE-Bench Multilingual,tokio-rs__tokio-6551,tokio-rs/tokio,0a85a9662d30139c779ea49a59be30db0f292b5d,0,0,0,0,0,0,83213,0,0,0,0,0
SWE-Bench Multilingual,tokio-rs__tokio-6603,tokio-rs/tokio,873cb8ae2fc291eaffbd71e3c83d17b2f0ed7abf,0,0,0,0,0,0,83315,0,0,0,0,0
SWE-Bench Multilingual,tokio-rs__tokio-6724,tokio-rs/tokio,0cbf1a5adae81e8ff86ca6d040aeee67cf888262,0,0,0,0,0,0,84294,0,0,0,0,0
SWE-Bench Multilingual,tokio-rs__tokio-6752,tokio-rs/tokio,ab53bf0c4727ae63c6a3a3d772b7bd837d2f49c3,0,0,0,0,0,0,84465,0,0,0,0,0
SWE-Bench Multilingual,tokio-rs__tokio-6838,tokio-rs/tokio,d6213594ca3767f182e8981fde7a119575e94c65,0,0,0,0,0,0,85016,0,0,0,0,0
SWE-Bench Multilingual,tokio-rs__tokio-7139,tokio-rs/tokio,b8ac94ed70df22f885bad7ea3c0ff51c536bad4a,0,0,0,0,0,0,87306,0,0,0,0,0
SWE-Bench Multilingual,uutils__coreutils-6377,uutils/coreutils,e2aa2c74408d46da900cad4a0b764c8760a300ff,0,0,0,0,408,0,123982,72,0,0,0,0
SWE-Bench Multilingual,uutils__coreutils-6575,uutils/coreutils,bc0b4880e000b881a1cabc733b2d261f3526d15e,0,0,0,0,408,0,127440,72,0,0,0,0
SWE-Bench Multilingual,uutils__coreutils-6682,uutils/coreutils,b89a6255a9cb5ee09867707f395d02929273dc45,0,0,0,0,408,0,127608,72,0,0,0,0
SWE-Bench Multilingual,uutils__coreutils-6690,uutils/coreutils,af86aee6b86a99736ca304ff656d0e4c6d547333,0,0,0,0,408,0,127660,72,0,0,0,0
SWE-Bench Multilingual,uutils__coreutils-6731,uutils/coreutils,a4088475832957e070b8f904cd3a33a818d07d72,0,0,0,0,408,0,127983,72,0,0,0,0
SWE-Bench Multilingual,valkey-io__valkey-1499,valkey-io/valkey,93b701d8d48eaf87077e707dd77eaaed0e66900f,216902,424,0,0,1498,0,0,30,6718,886,0,0
SWE-Bench Multilingual,valkey-io__valkey-1842,valkey-io/valkey,4de8cf3567b4dfd3a541219462b22d46c730c4b4,218788,424,0,0,1498,0,0,30,6718,886,0,0
SWE-Bench Multilingual,valkey-io__valkey-790,valkey-io/valkey,35a188833335332980a16239ac2efebf241c8a6a,204232,407,0,0,1500,0,0,30,6718,886,0,0
SWE-Bench Multilingual,valkey-io__valkey-928,valkey-io/valkey,5d97f5133c271313cd5a172617e8af1fe845e0e2,204676,407,0,0,1500,0,0,30,6718,886,0,0
SWE-Bench Multilingual,vuejs__core-11589,vuejs/core,3653bc0f45d6fedf84e29b64ca52584359c383c0,0,0,0,0,0,0,0,1921,2176,0,114669,0
SWE-Bench Multilingual,vuejs__core-11739,vuejs/core,cb843e0be31f9e563ccfc30eca0c06f2a224b505,0,0,0,0,0,0,0,1927,2137,0,115618,0
SWE-Bench Multilingual,vuejs__core-11870,vuejs/core,67d6596d40b1807b9cd8eb0d9282932ea77be3c0,0,0,0,0,0,0,0,1927,2137,0,116517,0
SWE-Bench Multilingual,vuejs__core-11899,vuejs/core,706d4ac1d0210b2d9134b3228280187fe02fc971,0,0,0,0,0,0,0,2115,2137,0,116388,0
SWE-Bench Multilingual,vuejs__core-11915,vuejs/core,d0b513eb463f580e29378e43d112ff6859aa366e,0,0,0,0,0,0,0,2115,2137,0,116374,0
