eval_set,instance_id,repo,commit,C,C++,Java,Kotlin,Python,Go,Rust,JavaScript,HTML,Ruby,TypeScript,PHP,golden_patch_added,golden_patch_deleted,golden_patch_total
SWE-Lancer,49266_463,Expensify/App,da2e6688c3f16e8db76d2bcf4b098be5990e8968,31,0,708,145,0,0,0,221908,1439,141,316193,0,200,30,230
SWE-Lancer,14127,Expensify/App,da2e6688c3f16e8db76d2bcf4b098be5990e8968,31,0,708,145,0,0,0,221908,1439,141,316193,0,40,89,129
SWE-Lancer,49991_619,Expensify/App,da2e6688c3f16e8db76d2bcf4b098be5990e8968,31,0,708,145,0,0,0,221908,1439,141,316193,0,0,1,1
SWE-Lancer,6883,Expensify/App,da2e6688c3f16e8db76d2bcf4b098be5990e8968,31,0,708,145,0,0,0,221908,1439,141,316193,0,213,18,231
SWE-Lancer,14857,Expensify/App,da2e6688c3f16e8db76d2bcf4b098be5990e8968,31,0,708,145,0,0,0,221908,1439,141,316193,0,38,25,63
SWE-Lancer,49260_543,Expensify/App,da2e6688c3f16e8db76d2bcf4b098be5990e8968,31,0,708,145,0,0,0,221908,1439,141,316193,0,1,1,2
SWE-Lancer,50236_738,Expensify/App,da2e6688c3f16e8db76d2bcf4b098be5990e8968,31,0,708,145,0,0,0,221908,1439,141,316193,0,4,1,5
SWE-Lancer,14268,Expensify/App,da2e6688c3f16e8db76d2bcf4b098be5990e8968,31,0,708,145,0,0,0,221908,1439,141,316193,0,9,3,12
SWE-Lancer,14958,Expensify/App,da2e6688c3f16e8db76d2bcf4b098be5990e8968,31,0,708,145,0,0,0,221908,1439,141,316193,0,2,2,4
SWE-Lancer,49337_950,Expensify/App,da2e6688c3f16e8db76d2bcf4b098be5990e8968,31,0,708,145,0,0,0,221908,1439,141,316193,0,19,12,31
SWE-Lancer,48631_667,Expensify/App,da2e6688c3f16e8db76d2bcf4b098be5990e8968,31,0,708,145,0,0,0,221908,1439,141,316193,0,6,66,72
SWE-Lancer,49077_549,Expensify/App,da2e6688c3f16e8db76d2bcf4b098be5990e8968,31,0,708,145,0,0,0,221908,1439,141,316193,0,23,9,32
SWE-Lancer,50163_1076,Expensify/App,da2e6688c3f16e8db76d2bcf4b098be5990e8968,31,0,708,145,0,0,0,221908,1439,141,316193,0,0,2,2
SWE-Lancer,22624,Expensify/App,da2e6688c3f16e8db76d2bcf4b098be5990e8968,31,0,708,145,0,0,0,221908,1439,141,316193,0,30,0,30
SWE-Lancer,50357_1124,Expensify/App,da2e6688c3f16e8db76d2bcf4b098be5990e8968,31,0,708,145,0,0,0,221908,1439,141,316193,0,1,1,2
SWE-Lancer,50577_1094,Expensify/App,da2e6688c3f16e8db76d2bcf4b098be5990e8968,31,0,708,145,0,0,0,221908,1439,141,316193,0,65,21,86
SWE-Lancer,50465_959,Expensify/App,da2e6688c3f16e8db76d2bcf4b098be5990e8968,31,0,708,145,0,0,0,221908,1439,141,316193,0,4,10,14
SWE-Lancer,50314_790,Expensify/App,da2e6688c3f16e8db76d2bcf4b098be5990e8968,31,0,708,145,0,0,0,221908,1439,141,316193,0,1,1,2
SWE-Lancer,50064_846,Expensify/App,da2e6688c3f16e8db76d2bcf4b098be5990e8968,31,0,708,145,0,0,0,221908,1439,141,316193,0,1,6,7
SWE-Lancer,49523_849,Expensify/App,da2e6688c3f16e8db76d2bcf4b098be5990e8968,31,0,708,145,0,0,0,221908,1439,141,316193,0,0,6,6
SWE-Lancer,49298_510,Expensify/App,da2e6688c3f16e8db76d2bcf4b098be5990e8968,31,0,708,145,0,0,0,221908,1439,141,316193,0,21,10,31
SWE-Lancer,49840_659,Expensify/App,da2e6688c3f16e8db76d2bcf4b098be5990e8968,31,0,708,145,0,0,0,221908,1439,141,316193,0,1,5,6
SWE-Lancer,50311_877,Expensify/App,da2e6688c3f16e8db76d2bcf4b098be5990e8968,31,0,708,145,0,0,0,221908,1439,141,316193,0,12,37,49
SWE-Lancer,49492_670,Expensify/App,da2e6688c3f16e8db76d2bcf4b098be5990e8968,31,0,708,145,0,0,0,221908,1439,141,316193,0,3,22,25
SWE-Lancer,48694_681,Expensify/App,da2e6688c3f16e8db76d2bcf4b098be5990e8968,31,0,708,145,0,0,0,221908,1439,141,316193,0,15,2,17
SWE-Lancer,49062_1071,Expensify/App,da2e6688c3f16e8db76d2bcf4b098be5990e8968,31,0,708,145,0,0,0,221908,1439,141,316193,0,62,36,98
SWE-Lancer,14340,Expensify/App,da2e6688c3f16e8db76d2bcf4b098be5990e8968,31,0,708,145,0,0,0,221908,1439,141,316193,0,127,25,152
SWE-Lancer,15108,Expensify/App,da2e6688c3f16e8db76d2bcf4b098be5990e8968,31,0,708,145,0,0,0,221908,1439,141,316193,0,15,20,35
